PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMVG Sem Impostos,PMVG 0%,PMVG 12%,PMVG 17%,PMVG 17% ALC,"PMVG 17,5%","PMVG 17,5% ALC",PMVG 18%,PMVG 18% ALC,RESTRIÇÃO HOSPITALAR,PMVG 20%,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Column1,_1,_2,_3,_4,_5,_6,_7,_8
CLORIDRATO DE CIPROEPTADINA;NICOTINAMIDA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO,57.507.378/0003-65,EMS S/A,507702601135412,1023503280016,7896004765457,    -,    -,APEVITIN BC,XPE CT FR VD AMB X 240 ML + COP,A15A - OREXÍGENOS,Novo,Liberado,2319,2597,3001,3209,2794,3232,2811,3254,2828,3349,1820,2038,2355,2518,2192,2536,2206,2553,2219,Não,2628,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016100113806,1004311850020,7891317191733,    -,    -,CLORIDRATO DE CIPROFLOXACINO,500 MG COM REV CT BL AL PLAS TRANS X 14,J1G1 - FLUORQUINOLONAS ORAIS,Genérico,Regulado,2678,2678,,,,,,,,,2101,2101,,,,,,,,Não,,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504912120008406,1003800940016,7898100242979,    -,    -,CLORIDRATO DE CIPROFLOXACINO,500 MG COM REV CT BL AL PLAS TRANS X 14,J1G1 - FLUORQUINOLONAS ORAIS,Genérico,Regulado,2651,2651,3013,3194,3194,3213,3213,3233,3233,3314,2080,2080,2364,2506,2506,2521,2521,2537,2537,Não,2601,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;CIPROFLOXACINO,29.785.870/0001-03,LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA,519021401112114,1046503910019,7896714205762,    -,    -,CIPROFLOXACINO,500 MG COM REV CT  BL AL PLAS INC X 6 ,J1G1 - FLUORQUINOLONAS ORAIS,Genérico,Regulado,2521,2521,,,,,,,,,1978,1978,,,,,,,,Não,,Não,Sim,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;DEXAMETASONA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,500900702178417,1006810860011,7896548161746,    -,    -,CILODEX,"3,0 MG/ML+1,0 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML",S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS,Similar,Regulado,2368,2368,2691,2853,2853,2870,2870,2888,2888,2960,1858,1858,2112,2239,2239,2252,2252,2266,2266,Não,2323,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO;CIPROFLOXACINO,18.459.628/0001-15,BAYER S.A.,538915100024317,1705601030258,7891106005623,    -,    -,CIPRO,500 MG COM REV MULT LIB PROL  CT BL AL PLAS(PP) INC X 3 ,J1G1 - FLUORQUINOLONAS ORAIS,Novo,Regulado,6331,6331,,,,,,,,,4968,4968,,,,,,,,Não,,Não,Sim,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO;CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO,29.785.870/0001-03,LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA,519021403115110,1046503910043,7896714221380,    -,    -,CIPROFLOXACINO,500 MG COM REV CT BL AL PLAS INC X 14,J1G1 - FLUORQUINOLONAS ORAIS,Genérico,Regulado,3669,3669,,,,,,,,,2879,2879,,,,,,,,Não,,Não,Sim,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO;DEXAMETASONA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501001102176312,1014700630088,7897316801239,    -,    -,BIAMOTIL D,"3,5 MG/ML + 1,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML",S1C1 - ASSOCIAÇÕES OFTALMOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS,Similar,Regulado,2506,2506,2848,3019,3019,3038,3038,3056,3056,3133,1966,1966,2235,2369,2369,2384,2384,2398,2398,Não,2459,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE CIPROFLOXACINO;HIDROCORTISONA,33.349.473/0001-58,FARMOQUÍMICA S/A,509013100012103,1039001420039,7898040324223,    -,    -,OTOCIRIAX,"2,0 MG + 10 MG/ML SUS OTO CT FR PLAS TRANS + GOT  X 5 ML  ",S2C - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS,Similar,Regulado,2469,2469,2806,2975,2975,2993,2993,3011,3011,3086,1937,1937,2202,2334,2334,2349,2349,2363,2363,Não,2422,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE CLINDAMICINA,57.507.378/0003-65,EMS S/A,507735702119117,1023508050108,7896004720494,    -,    -,CLORIDRATO DE CLINDAMICINA,300 MG CAP GEL DURA CT BL AL PLAS OPC X 16,J1F - MACROLIDEOS E SIMILARES,Genérico,Regulado,4839,4839,5499,5830,5830,5865,5865,5901,5901,6049,3797,3797,4315,4575,4575,4602,4602,4630,4630,Não,4747,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE CLINDAMICINA MONOIDRATADO,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522718030075017,1211003850149,7891268101416,    -,    -,DALACIN C,300 MG CAP DURA CT BL AL PLAS TRANS X 16,J1F - MACROLIDEOS E SIMILARES,Novo,Regulado,9192,9192,10445,11075,11075,11142,11142,11210,11210,11490,7213,7213,8196,8691,8691,8743,8743,8797,8797,Não,9016,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE CLOMIPRAMINA,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511519120069807,1004706200010,7897595637635,    -,    -,CLORIDRATO DE CLOMIPRAMINA,75 MG COM LIB LENTA CT BL AL PLAS TRANS X 20,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,Genérico,Regulado,2666,2666,3030,3212,3212,3232,3232,3251,3251,3333,2092,2092,2378,2520,2520,2536,2536,2551,2551,Não,2616,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE CLONIDINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506702502155312,1029801930069,7896676406979,    -,    -,CLONIDIN,150 MCG/ML SOL INJ CX 30 EST X AMP VD AMB X 1 ML,N2B1 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS SOB PRESCRIÇÃO,Novo,Regulado,19804,19804,22505,23860,23860,24005,24005,24151,24151,24755,15540,15540,17660,18723,18723,18837,18837,18951,18951,Sim,19425,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE CLORPROMAZINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506708203151411,1029802260016,7896676404319,    -,    -,LONGACTIL,5 MG/ML SOL INJ IM CX 50 AMP VD AMB X 5 ML,N5A9 - ANTIPSICÓTICOS CONVENCIONAIS,Similar,Regulado,10918,10918,12407,13154,13154,13234,13234,13315,13315,13648,8567,8567,9736,10322,10322,10385,10385,10448,10448,Sim,10710,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE DAUNORRUBICINA,58.635.830/0001-75,FARMARIN INDUSTRIA E COMERCIO LTDA,508618110009117,1168800250010,7898179364565,    -,    -,EVOCLASS,20 MG PO LIOF SOL INJ CT FA VD AMB X 10 ML,L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Similar,Regulado,8949,8949,10169,10782,10782,10847,10847,10913,10913,11186,7022,7022,7980,8461,8461,8512,8512,8563,8563,Sim,8778,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE DELAPRIL;DICLORIDRATO DE MANIDIPINO,61.363.032/0001-46,CHIESI FARMACÊUTICA LTDA,508503101114311,1005801060016,7896672202667,    -,    -,HIPERTIL,30 MG + 10 MG COM CT FR VD AMB X 28 ,C9B1 - INIBIDORES DA ECA ASSOCIADOS A ANTI-HIPERTERSIVOS (C2) E/OU DIURÉTICOS (C3),Novo,Regulado,8014,8014,9107,9655,9655,9714,9714,9773,9773,10018,6289,6289,7146,7576,7576,7623,7623,7669,7669,Não,7861,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE DEXMEDETOMIDINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508018090122706,1004312330012,7891317002374,    -,    -,CLORIDRATO DE DEXMEDETOMIDINA,100 MCG/ML SOL INJ IV CT 5 FA VD TRANS X 2 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,49452,49452,56195,59581,59581,59942,59942,60307,60307,61815,38805,38805,44096,46753,46753,47037,47037,47323,47323,Sim,48506,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE DEXRAZOXANO,55.980.684/0001-27,ZODIAC PRODUTOS FARMACÊUTICOS S/A,534200201154419,1221400290015,7892953102916,    -,    -,CARDIOXANE,500 MG PO LIOF SOL INFUS IV CT FA VD AMB,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,Novo,Regulado,112534,112534,127880,135583,135583,136405,136405,137237,137237,140668,88305,88305,100347,106392,106392,107037,107037,107690,107690,Sim,110382,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE DEXTROCETAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506707701156417,1029802130015,7896676405118,    -,    -,KETAMIN,50 MG/ML SOL INJ IM/IV CX 5 FA VD TRANS X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,36034,36034,40948,43414,43414,43678,43678,43944,43944,45043,28276,28276,32132,34067,34067,34274,34274,34483,34483,Sim,35345,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE DIFENIDRAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506704101158414,1029801700020,7896676405927,    -,    -,DIFENIDRIN,50 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML (EMB HOSP),R6A - ANTI-HISTAMÍNICOS SISTÊMICOS,Similar,Regulado,36809,36809,41828,44348,44348,44617,44617,44889,44889,46011,28884,28884,32822,34800,34800,35011,35011,35224,35224,Sim,36105,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE DIFENIDRAMINA;CÂNFORA (2-BORNANONA);CALAMINA,47.100.862/0001-50,LABORATIL FARMACEUTICA LTDA,505219020020304,1057701410018,7893353308717,    -,    -,SOLARDRIL,"80,0 MG/ML + 1,0 MG/ML + 10,0 MG/ML LOC CT FR PLAS OPC X 120 ML","D4A - ANTIPRURIGINOSOS  TÓPICOS - INCLUINDO ANTIHISTAMÍNICOS, ANESTÉSICOS, ETC",Similar,Liberado,1394,1561,1804,1929,1679,1942,1689,1956,1700,2013,1094,1225,1416,1514,1318,1524,1325,1535,1334,Não,1580,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
CLORIDRATO DE DILTIAZEM,61.150.447/0001-31,LABORATÓRIOS BALDACCI LTDA,521000608119310,1014600500182,7897851220700,    -,    -,BALCOR,300 MG CAP AP CT BL AL PLAS TRANS X 30,C8A - ANTAGONISTAS DO CÁLCIO PUROS,Similar,Regulado,9046,9046,10280,10899,10899,10965,10965,11032,11032,11308,7098,7098,8067,8552,8552,8604,8604,8657,8657,Não,8873,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE DOBUTAMINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070034617,1004101940031,7899498608767,    -,    -,CLORIDRATO DE DOBUTAMINA,"12,5 MG/ ML SOL INJ IV CX 50 AMP VD TRANS X 20 ML",C1C2 - AGENTES CARDÍACOS DOPAMINÉRGICOS,Genérico,Regulado,97945,97945,111301,118006,118006,118721,118721,119445,119445,122431,76857,76857,87338,92599,92599,93160,93160,93728,93728,Sim,96072,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE DONEPEZILA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508017050116504,1004311990078,7891317197476,    -,    -,DON,5 MG COM REV CT BL AL PLAS TRANS X 10,"N7D1 - PRODUTOS ANTIALZHEIMER, INIBIDORES DA COLINESTERASE",Similar,Regulado,1941,1941,,,,,,,,,1523,1523,,,,,,,,Não,,Não,Sim,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE DOPAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506704501156419,1029801060013,7896676406788,    -,    -,DOPACRIS,5 MG/ML SOL INJ CX 50 AMP VD AMB X 10 ML,C1C2 - AGENTES CARDÍACOS DOPAMINÉRGICOS,Similar,Regulado,10610,10610,12057,12783,12783,12861,12861,12939,12939,13263,8326,8326,9461,10031,10031,10092,10092,10153,10153,Sim,10408,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE DORZOLAMIDA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525502401173413,1002900270014,7897337705813,    -,    -,TRUSOPT,20 MG/ML SOL OFT CT FR PLAS TRANS X 5 ML,S1E2 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS TÓPICAS,Novo,Regulado,6064,6064,6891,7306,7306,7350,7350,7395,7395,7580,4758,4758,5407,5733,5733,5767,5767,5803,5803,Não,5948,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE DOXICICLINA,57.507.378/0003-65,EMS S/A,507707301113112,1023504620015,7896004705040,7896004761480,    -,CLORIDRATO DE DOXICICLINA,100 MG COM REV CT BL AL PLAS TRANS X 15,J1A - TETRACICLINAS E ASSOCIAÇÕES,Genérico,Regulado,3390,3390,3852,4084,4084,4109,4109,4134,4134,4238,2660,2660,3023,3205,3205,3224,3224,3244,3244,Não,3326,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE DOXORRUBICINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708101152314,1003301340013,7896094202856,    -,    -,FAULDOXO,2 MG/ML SOL INJ IV/IVES CT FA VD TRANS X 5 ML ,L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Similar,Regulado,8861,8861,10069,10676,10676,10741,10741,10806,10806,11076,6953,6953,7901,8377,8377,8429,8429,8479,8479,Sim,8691,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE DULOXETINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712120026704,1003301670013,7896094206298,    -,    -,VELIJA,30 MG CAP DURA LIB RETARD FR PLAS OPC X 30,N6A5 - ANTIDEPRESSIVOS SNRI,Similar,Regulado,4856,4856,5518,5851,5851,5886,5886,5922,5922,6070,3811,3811,4330,4591,4591,4619,4619,4647,4647,Não,4763,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE EPINASTINA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501006101135311,1014701630014,7897316805299,    -,    -,RELESTAT,"0,5 MG/ML SOL OFT CT FR GOT PLAS PEBD OPC X 5 ML ","S1G1 - ANTIALÉRGICOS OFTAMOLÓGICOS, ANTI-HISTAMÍNICOS",Novo,Regulado,3603,4035,4663,4986,4341,5021,4367,5056,4394,5203,2827,3166,3659,3913,3406,3940,3427,3967,3448,Não,4083,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE EPIRRUBICINA,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519507102153419,1064601680024,7898149933081,    -,    -,NUOVODOX,50 MG PO LIOF INJ CT FA VD INC ,L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Similar,Regulado,33210,33210,37739,40012,40012,40255,40255,40500,40500,41513,26060,26060,29614,31397,31397,31588,31588,31780,31780,Sim,32575,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE ERLOTINIBE,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511520050071307,1004706150021,7897595636362,    -,    -,CLORIDRATO DE ERLOTINIBE,100 MG COM REV CT BL AL AL X 30,"L1H2 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, EGFR",Genérico,Regulado,467823,467823,531617,563642,563642,567058,567058,570516,570516,584779,367101,367101,417160,442290,442290,444970,444970,447684,447684,Não,458876,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE ESCETAMINA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514521030038805,1123634350014,7896212479931,    -,    -,SPRAVATO,"140 MG/ML SOL SPR NAS CT FR VD TRANS X 0,2 ML + DISP INAL (28 MG)",N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,Novo,Regulado,133754,149805,173113,185118,161150,186411,162127,187722,163115,193157,104957,117552,135842,145262,126454,146277,127221,147305,127996,Sim,151570,Não,Não,Não,-8,Negativa,Não,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE ESMOLOL,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506701602156411,1029802270011,7896676424560,    -,    -,BREVIBLOC,250 MG/ML SOL INJ CX 10 AMP VD AMB X 10 ML EMB HOSP,C7A0 - BETABLOQUEADORES PUROS,Similar,Regulado,297317,297317,337860,358213,358213,360384,360384,362582,362582,371646,233305,233305,265119,281090,281090,282793,282793,284518,284518,Sim,291631,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE ETILEFRINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533005701153414,1049712200019,7896006212706,    -,    -,ETILEFRIL,10 MG/ML SOL INJ CT 6 AMP VD AMB X 1 ML,C1C1 - ESTIMULANTES CARDÍACOS EXCLUINDO AGENTES DOPAMINÉRGICOS.,Similar,Regulado,624,624,709,752,752,756,756,761,761,780,490,490,556,590,590,593,593,597,597,Não,612,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE FENAZOPIRIDINA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533012120057914,1049713660013,7896006200994,    -,    -,UROVIT,100 MG DRG CT BL AL PLAS INC X 25,G4X - TODOS OS OUTROS PRODUTOS UROLÓGICOS,Similar,Regulado,831,931,1076,1150,1002,1158,1008,1167,1014,1200,652,731,844,902,786,909,791,916,796,Não,942,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE FENILEFRINA,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504914030009203,1003800690052,7898100242900,    -,    -,GRIPALCÊ,400 MG + 4 MG + 4 MG CAP GEL DURA CT BL AL PLAS TRANS X 20,R5A - ANTIGRIPAIS SEM ANTIINFECCIOSOS,Similar,Liberado,1122,1257,1453,1553,1352,1564,1360,1575,1369,1621,880,986,1140,1219,1061,1227,1067,1236,1074,Não,1272,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
CLORIDRATO DE FENOXAZOLINA,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504617030058517,1558401170011,7896714203829,    -,    -,NASOFELIN,1 MG/ML SOL NAS CT FR PLAS OPC GOT X 10 ML,R1A7 - DESCONGESTIONANTES NASAIS,Similar,Regulado,776,869,1004,1074,935,1081,940,1089,946,1120,609,682,788,843,734,848,738,855,742,Não,879,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE FEXOFENADINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508020040129717,1004312730010,7891317003197,    -,    -,ALTIVA,120MG COM REV CT BL AL PLAS OPC X 4 ,R6A - ANTI-HISTAMÍNICOS SISTÊMICOS,Similar,Liberado,947,1061,1226,1311,1141,1320,1148,1330,1155,1368,743,833,962,1029,895,1036,901,1044,906,Não,1073,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
CLORIDRATO DE FEXOFENADINA;CLORIDRATO DE PSEUDOEFEDRINA,57.507.378/0003-65,EMS S/A,507726903115411,1023508600035,7896004705408,    -,    -,ALLEXOFEDRIN D,60 MG + 120 MG COM REV CT BL AL PLAS OPC X 10,R1B - PREPARAÇÕES SISTÊMICAS NASAIS,Similar,Regulado,2721,3047,3521,3765,3278,3792,3298,3818,3318,3929,2135,2391,2763,2954,2572,2976,2588,2996,2604,Não,3083,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE FINGOLIMODE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526532501115315,1006810760031,7896261017559,7896261018617,    -,GILENYA,"0,5 MG CAP GEL DURA CT BL AL PLAS TRANS X 28",N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Novo,Regulado,574080,642970,743008,794536,691663,800086,695855,805713,700098,829040,450481,504539,583038,623472,542748,627828,546037,632243,549367,Não,650548,Sim,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
CLORIDRATO DE FLUOXETINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508007401113417,1004305170021,7891317489588,    -,    -,FLUXENE,20 MG CAP DURA  CT BL  AL PLAS TRANS X 14,N6A4 - ANTIDEPRESSIVOS SSRI,Similar,Regulado,2821,2821,3206,3399,3399,3419,3419,3440,3440,3526,2214,2214,2516,2667,2667,2683,2683,2699,2699,Não,2767,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
CLORIDRATO DE FLURAZEPAM,27.011.022/0001-03,BL INDÚSTRIA OTICA LTDA,503120120001717,1196100270014,7898168005646,    -,    -,DALMADORM,30 MG COM REV CT BL AL PLAS TRANS X 30,N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS,Similar,Regulado,1586,1586,1802,1911,1911,1922,1922,1934,1934,1983,1245,1245,1414,1500,1500,1508,1508,1518,1518,Não,1556,Não,Não,Não,,Positiva,Sim,Tarja Preta(*),"","","","","","","","",""
CLORIDRATO DE GENCITABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708701151416,1003301460019,7896094207240,    -,    -,GENLIBBS,200 MG PÓ LIÓF INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,18438,18438,20952,22214,22214,22349,22349,22485,22485,23048,14468,14468,16441,17431,17431,17537,17537,17644,17644,Sim,18086,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE GRANISETRONA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521040030017,1004101990039,7899498608910,    -,    -,CLORIDRATO DE GRANISETRONA,1 MG/ML SOL INJ IV CX 50 AMP VD TRANS X 3 ML,"A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",Genérico,Regulado,480112,537726,621390,664483,578449,669124,581955,673830,585503,693339,376744,421954,487605,521420,453909,525062,456660,528754,459444,Sim,544063,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE HIDRALAZINA,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526501202116417,1006800130019,7896261000223,    -,    -,APRESOLINA,50 MG DRG CT BL AL PLAS TRANS X 20,C2A2 - ANTI-HIPERTENSIVOS PURO-AÇÃO PERIFÉRICA,Novo,Regulado,659,659,749,794,794,799,799,804,804,824,517,517,588,623,623,627,627,631,631,Não,647,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE HIDROXIZINA,61.517.397/0001-88,THERASKIN FARMACEUTICA LTDA.,512118100009503,1019102560036,7897129301537,    -,    -,HIXIZINE,25 MG COM REV CT BL AL PLAS PVC TRANS X 10,R6A - ANTI-HISTAMÍNICOS SISTÊMICOS,Similar,Regulado,893,1000,1156,1236,1076,1244,1082,1253,1089,1289,701,785,907,970,844,976,849,983,855,Não,1011,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
CLORIDRATO DE HIDROXOCOBALAMINA;FOSFATO DISSÓDICO DE DEXAMETASONA;DIPIRONA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508006001154411,1004305500013,7891317000295,    -,    -,DEXALGEN,"5 MG/ML SOL INJ CX 3 AMP VD AMB X 1 ML +1,5 MG/ML +500MG/ML SOL INJ 3 AMP VD AMB X 1 ML",M1B - ASSOCIAÇÕES COM ANTIRREUMÁTICOS CORTICOSTERÓIDES,Similar,Regulado,2772,3105,3588,3837,3340,3864,3360,3891,3381,4004,2175,2436,2816,3011,2621,3032,2637,3053,2653,Não,3142,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
